DNA sample ethnicity and id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,DNA sample ethnicity,sample id
VK2020_SWE_Gotland_VA:VK440,0.127482,0.118817,0.07995,0.079781,0.049855,0.038208,0.018331,0.017538,0.007567,-0.005285,-0.018512,-0.02278,0.008325,0.035369,-0.00095,-0.006762,-0.005085,0.002914,-0.00352,-0.008379,0.006239,-0.009398,-0.000863,-0.017111,-0.000599,VK2020_SWE_Gotland_VA,VK440
VK2020_SWE_Gotland_VA:VK450,0.125205,0.141159,0.061094,0.034561,0.049548,0.015618,-0.003525,0.002769,0.00634,0.016948,0.007307,0.004646,-0.008771,-0.004266,0.015879,-0.002652,-0.008605,0.012796,0.010559,0.001126,0.009109,-0.001113,-0.005546,0.020244,-0.003473,VK2020_SWE_Gotland_VA,VK450
VK2020_SWE_Gotland_VA:VK452,0.126344,0.114755,0.085606,0.08721,0.054164,0.037371,0.019271,0.016845,0.003068,-0.030798,-0.005359,-0.005095,0.019177,0.023809,-0.011943,-0.004773,0.003651,-0.005448,-0.006913,0.007379,0.003868,-0.002102,0.009244,0.003976,-0.000599,VK2020_SWE_Gotland_VA,VK452
VK2020_SWE_Gotland_VA:VK453,0.108132,0.135065,0.073161,0.061047,0.050471,0.01255,0.00282,0.014538,0.005522,-0.027153,0.008444,-0.001798,0.013677,0.020231,-0.020494,0.001061,-0.016689,-0.003294,-0.008045,-0.002376,-0.01123,-0.012242,0.003697,-0.009037,0.000479,VK2020_SWE_Gotland_VA,VK453
VK2020_SWE_Gotland_VA:VK454,0.125205,0.120848,0.055814,0.054587,0.046778,0.021475,0.00235,0.008307,0.008795,-0.01549,-0.009256,-0.014687,0.002973,0.025047,-0.018458,0.007823,0.019949,-0.004434,0.001885,-0.002001,-0.008735,-0.000989,0.007765,-0.001807,-0.001676,VK2020_SWE_Gotland_VA,VK454
VK2020_SWE_Gotland_VA:VK455,0.134311,0.131003,0.067505,0.065892,0.047393,0.028168,0.000705,0.000923,0,-0.002187,-0.018188,0.005845,-0.01219,-0.017753,0.032437,0.030761,0.000652,-0.00228,0.001885,0.022511,0.014474,0.002226,-0.006039,0.022292,-0.000359,VK2020_SWE_Gotland_VA,VK455
VK2020_SWE_Gotland_VA:VK456,0.124067,0.125926,0.065996,0.056525,0.040623,0.0251,0.002585,0.002769,0.008181,-0.002187,-0.011367,0.004496,-0.020664,-0.009634,0.027416,0.007425,-0.011995,0.00228,-0.000628,0.004502,-0.003494,0.004946,0.001602,0.008555,0.003353,VK2020_SWE_Gotland_VA,VK456
VK2020_SWE_Gotland_VA:VK457,0.121791,0.098506,0.067505,0.069122,0.040007,0.023148,0.006815,0.003923,0.001227,-0.020775,0.003897,-0.005245,0.013379,0.022295,-0.001764,0.008618,-0.00352,-0.004687,-0.003142,-0.009505,-0.009234,0.005812,0.012941,-0.007471,-0.007185,VK2020_SWE_Gotland_VA,VK457
VK2020_SWE_Gotland_VA:VK458,0.130897,0.120848,0.100314,0.08721,0.040623,0.03514,0.003525,0.01823,-0.001227,-0.034989,-0.004709,-0.013938,0.024083,0.035094,-0.019272,0.009016,0.01017,-0.014823,0.00729,0.007003,-0.003369,0.001237,0.015036,-0.013014,0.00455,VK2020_SWE_Gotland_VA,VK458
VK2020_SWE_Gotland_VA:VK459,0.127482,0.117801,0.085984,0.07429,0.044624,0.029841,0.009635,0.010846,-0.000409,-0.028247,-0.008769,-0.002847,0.030029,0.052159,-0.017779,0.000133,0.004824,-0.021157,0.009427,-0.009254,-0.019216,0.002349,0.010106,-0.011688,-0.003113,VK2020_SWE_Gotland_VA,VK459
VK2020_SWE_Gotland_VA:VK460,0.134311,0.128972,0.055437,0.056525,0.036622,0.025937,0.011751,-0.003692,0.011044,-0.005467,0.008119,0.003297,-0.00892,-0.001651,0.024158,0.00411,-0.007432,-0.001774,0.001257,0.006128,0.008235,0.007419,0.005053,0.011327,-0.000239,VK2020_SWE_Gotland_VA,VK460
VK2020_SWE_Gotland_VA:VK461,0.122929,0.116786,0.099937,0.076551,0.0437,0.015339,0.00846,0.013153,0.003477,-0.042461,0.005196,-0.015586,0.013825,0.027937,0.000407,-0.00411,-0.007171,0.0019,0.001131,-0.003752,0.007861,0.000742,0.005916,-0.000361,-0.00012,VK2020_SWE_Gotland_VA,VK461
VK2020_SWE_Gotland_VA:VK462,0.150247,0.116786,0.094657,0.085272,0.029544,0.018128,0.013631,0.005538,0.004704,-0.022415,-0.002111,-0.023079,0.024975,0.026424,-0.005836,-0.009812,-0.029076,0.002027,-0.01169,0.024137,0.008111,0.005317,0.008504,-0.013375,-0.001197,VK2020_SWE_Gotland_VA,VK462
VK2020_SWE_Gotland_VA:VK463,0.130897,0.132019,0.093149,0.091732,0.036007,0.035419,0.005875,0.002538,-0.014112,-0.035354,-0.003735,-0.007793,0.028692,0.023671,-0.011943,0.007027,0.026468,-0.00228,0.002388,0.002876,-0.0141,-0.005193,0.015159,-0.011568,-0.008622,VK2020_SWE_Gotland_VA,VK463
VK2020_SWE_Gotland_VA:VK464,0.135449,0.133034,0.084098,0.079135,0.048932,0.036814,-0.00188,0.02723,0.003272,-0.033531,-0.002436,-0.005395,0.020069,0.03069,-0.010179,-0.003713,-0.024121,0.001774,0.008422,0.013256,-0.016596,-0.004081,0.032044,-0.011206,0.001796,VK2020_SWE_Gotland_VA,VK464
VK2020_SWE_Gotland_VA:VK468,0.122929,0.135065,0.062602,0.04199,0.038469,0.019522,0.005405,0.003692,-0.002659,-0.000729,0.00065,0.005395,-0.012636,-0.003578,0.014386,-0.004508,-0.011735,-0.003167,0.004148,0.004127,0.000374,0.000989,0.000246,0.023015,-0.002634,VK2020_SWE_Gotland_VA,VK468
VK2020_SWE_Gotland_VA:VK469,0.134311,0.137096,0.076933,0.0646,0.0437,0.013108,-0.002585,0.01523,0.005113,0.00164,-0.006496,-0.001049,-0.009217,-0.008395,0.016829,-0.001856,-0.019818,0,0.001383,0.006378,0.005865,-0.000371,0.0053,0.016508,-0.012693,VK2020_SWE_Gotland_VA,VK469
VK2020_SWE_Gotland_VA:VK471,0.133173,0.126941,0.090509,0.087533,0.030467,0.027052,0.018801,0.021461,0.008795,-0.030616,-0.007307,-0.008692,0.018583,0.029176,-0.019272,0.002254,0.00352,-0.009628,0.002891,0.008754,-0.001373,0.00136,0.011832,0.001687,-0.004071,VK2020_SWE_Gotland_VA,VK471
VK2020_SWE_Gotland_VA:VK472,0.143417,0.126941,0.098051,0.084626,0.038776,0.046854,0.018096,0.012692,-0.003068,-0.028064,-0.001461,-0.011839,0.017839,0.032892,0.006379,0.003845,-0.012126,0.007855,0.004274,-0.009755,-0.009608,-0.002226,0.025882,-0.009519,0.006586,VK2020_SWE_Gotland_VA,VK472
VK2020_SWE_Gotland_VA:VK473,0.130897,0.136081,0.070899,0.066215,0.0437,0.01506,0.0094,0.011307,-0.001432,-0.015672,-0.003248,-0.002847,0.004608,0.016102,-0.005429,-0.009679,-0.00352,-0.00038,0.002891,0.00025,0.001872,-0.00272,0.004067,0.003374,-0.000599,VK2020_SWE_Gotland_VA,VK473
VK2020_SWE_Gotland_VA:VK474,0.126344,0.135065,0.072407,0.07106,0.049548,0.018128,0.00705,0.009461,0.003886,-0.021322,0.001461,-0.009891,0.016947,0.030415,-0.012351,0.01432,0.016689,0.002407,0.001383,0.003877,-0.012852,-0.003957,0.008504,-0.004458,-0.00491,VK2020_SWE_Gotland_VA,VK474
VK2020_SWE_Gotland_VA:VK475,0.129758,0.123895,0.086738,0.091732,0.049855,0.032351,0.00705,0.017768,0.014317,-0.031891,0.002273,-0.01079,0.020515,0.033855,-0.007736,-0.000928,0.008084,-0.002534,0.006159,0.004502,-0.003369,-0.004822,0.003821,-0.008676,-0.004071,VK2020_SWE_Gotland_VA,VK475
VK2020_SWE_Gotland_VA:VK476,0.12862,0.127957,0.0445,0.027132,0.029544,0.004741,0.006345,0.001385,0.00225,-0.010387,-0.005521,0.001199,0.007433,0.02257,-0.011401,-0.015646,0.003781,-0.00228,-0.003017,-0.007003,-0.023334,0.000495,-0.003451,-0.010965,-0.002874,VK2020_SWE_Gotland_VA,VK476
VK2020_SWE_Gotland_VA:VK477,0.126344,0.131003,0.053551,0.028424,0.033545,0.006414,-0.00235,0.003692,-0.003068,0.009841,-0.008444,0.013038,-0.005054,-0.015551,0.005293,0.019358,0.007823,0.000127,-0.000628,0.001626,0.003119,-0.003339,0.004683,0.01699,-0.010059,VK2020_SWE_Gotland_VA,VK477
VK2020_SWE_Gotland_VA:VK478,0.134311,0.135065,0.097297,0.0969,0.047086,0.041555,0.015746,0.016845,0.000818,-0.038634,-0.000974,-0.017984,0.027056,0.03413,-0.009365,-0.008221,-0.012908,-0.002154,0.002514,0.00963,0.003244,0.000247,0.017501,-0.00964,0.00491,VK2020_SWE_Gotland_VA,VK478
VK2020_SWE_Gotland_VA:VK479,0.129758,0.136081,0.070899,0.06137,0.044316,0.019801,0.005405,0.00923,0.0045,-0.003827,-0.007307,0.001798,-0.007879,-0.010459,0.022801,0.011668,-0.005607,-0.005954,-0.000251,0.004502,-0.002496,0.001731,0.005669,0.01687,-0.005029,VK2020_SWE_Gotland_VA,VK479
VK2020_SWE_Gotland_VA:VK48,0.125205,0.139128,0.068636,0.060724,0.033237,0.023706,0.010575,0.011999,0.01084,-0.003462,-0.010718,-0.001499,-0.013379,-0.011973,0.017508,0.024662,0.004303,0.000253,-0.005656,0.002751,0.010357,0.008408,-0.005916,0.021328,0.002275,VK2020_SWE_Gotland_VA,VK48
VK2020_SWE_Gotland_VA:VK50,0.130897,0.128972,0.074293,0.070737,0.048317,0.028726,0.00987,0.012461,0.008181,-0.009841,-0.008444,-0.006294,-0.00223,-0.003991,0.019001,0.00305,-0.002608,0.003547,0.005028,0.012256,0.003743,0.005935,0.006779,0.008676,0.003832,VK2020_SWE_Gotland_VA,VK50
VK2020_SWE_Gotland_VA:VK51,0.127482,0.110693,0.088246,0.076551,0.048624,0.028168,0.00987,0.019845,0.002454,-0.028429,0.000487,-0.007194,0.00773,0.018029,-0.002036,-0.001856,-0.021774,-0.001014,0.001508,-0.000625,-0.002121,0.002844,0.006655,-0.001807,0.008742,VK2020_SWE_Gotland_VA,VK51
VK2020_SWE_Gotland_VA:VK53,0.118376,0.127957,0.071653,0.056848,0.048624,0.020638,0.00564,0.013153,0.000205,-0.015855,-0.001786,0.000749,0.002081,0.021882,-0.010722,-0.009149,-0.008084,0.004434,0.011187,-0.002376,-0.003119,-0.00371,0.00493,-0.005543,-0.001557,VK2020_SWE_Gotland_VA,VK53
VK2020_SWE_Gotland_VA:VK57,0.119514,0.144205,0.047517,0.02907,0.051086,0.020917,0.006345,0.000923,0.005727,0.015126,-0.008282,0.004196,-0.00446,-0.024084,0.004479,0.011403,0.011735,-0.000253,-0.007919,0.014632,0.011605,-0.011005,-0.001725,0.005422,0.002754,VK2020_SWE_Gotland_VA,VK57
VK2020_SWE_Gotland_VA:VK58,0.12862,0.137096,0.068636,0.056202,0.046778,0.022869,0.00752,0.012923,0.001841,-0.002916,-0.006496,0.005395,-0.008028,-0.009909,0.020087,0.008618,0.001173,0.005321,0.011061,0.011756,0.004742,0.009398,0.002588,0.015424,-0.002395,VK2020_SWE_Gotland_VA,VK58
VK2020_SWE_Gotland_VA:VK60,0.127482,0.139128,0.082967,0.09044,0.050779,0.030399,0.009635,0.009461,0.002045,-0.02442,-0.010555,-0.012439,0.021258,0.021332,-0.001086,0.000663,0.00691,-0.000633,0.00817,0.00988,0.00025,-0.00507,0.003944,-0.007712,0.007305,VK2020_SWE_Gotland_VA,VK60
VK2020_SWE_Gotland_VA:VK63,0.120652,0.136081,0.052797,0.043928,0.03693,0.016455,0.00987,0.002538,-0.004909,0.007654,-0.01153,0.006744,-0.019029,-0.019542,0.019001,0.005967,-0.009909,0.017483,-0.004902,0.00988,0.000998,0.017064,0.00419,0.006025,0.006826,VK2020_SWE_Gotland_VA,VK63
VK2020_SWE_Gotland_VA:VK64,0.12862,0.139128,0.07467,0.072675,0.044008,0.026495,0.015746,0.006231,0.005727,-0.01549,-0.002761,-3.00E-04,-0.003717,0.012248,0.000407,0.005038,0.005607,0.00114,0.002011,0.001751,-0.00262,0.00915,-0.00037,0.000723,0.007305,VK2020_SWE_Gotland_VA,VK64
VK2020_SWE_Karda_VA:VK265,0.122929,0.131003,0.04714,0.018088,0.030467,0.01255,-0.00752,0.009461,0.012885,0.021322,-0.010393,0.007493,-0.01219,-0.009083,0.010722,-0.005967,-0.02034,-0.001394,-0.001006,-0.001376,0.001872,0.005193,-0.004437,-0.001084,0.002994,VK2020_SWE_Karda_VA,VK265
VK2020_SWE_Karda_VA:VK266,0.119514,0.138112,0.046009,0.035207,0.036314,0.012271,0.00329,0.010846,0.008795,0.010387,-0.007145,0.012439,-0.012785,-0.006468,0.018458,0.005171,-0.002347,-0.002407,0.004525,-0.001,-0.003119,0.004699,0.002588,0.011206,-0.002036,VK2020_SWE_Karda_VA,VK266
VK2020_SWE_Karda_VA:VK267,0.09675,0.125926,0.058831,0.03553,0.048624,0.007809,0.01081,0.019153,0.007772,0.002187,-0.009581,0.01124,-0.031219,-0.016928,0.023208,-0.002121,-0.006389,0.00076,-0.002137,0.02101,0.005241,-0.00643,-0.00037,0.003615,-0.000718,VK2020_SWE_Karda_VA,VK267
VK2020_SWE_Karda_VA:VK268,0.124067,0.133034,0.061471,0.050711,0.033237,0.013387,-0.00846,-0.003231,-0.00225,-0.004009,-0.014615,-0.005545,-0.005352,-0.015551,0.014115,0.015115,0.004433,-0.002787,-0.004525,0.021385,0.016596,-0.007172,-0.002588,0.010604,-0.00491,VK2020_SWE_Karda_VA,VK268
VK2020_SWE_Karda_VA:VK269,0.118376,0.141159,0.044877,0.051034,0.02739,0.008646,-0.011516,0.002308,0.006954,0.008383,-0.011042,-0.000599,-0.00669,-0.01679,0.025923,0.010077,-0.001565,0.010642,0.016089,-0.003877,0.006364,0.004822,0.007025,0.006145,-0.006586,VK2020_SWE_Karda_VA,VK269
VK2020_SWE_Malmo_VA:VK108,0.129758,0.13405,0.070522,0.062016,0.033237,0.026495,0.00235,0.006461,0.003272,-0.012028,0.001299,0.006894,-0.010704,-0.015689,0.019815,0.00305,-0.001825,-0.002154,0.003268,0.004377,0.009982,0.007048,-0.005793,0.010122,-0.001916,VK2020_SWE_Malmo_VA,VK108
VK2020_SWE_Malmo_VA:VK217,0.122929,0.12491,0.062225,0.064277,0.036007,0.01506,0.011516,-0.007384,0.011658,-0.014397,0.001461,-0.001948,0.003568,-0.009634,0.016015,0.002652,-0.012647,0.007601,0.012821,0.000625,0.006613,0.003215,0.001479,0.003012,0.005628,VK2020_SWE_Malmo_VA,VK217
VK2020_SWE_Oland_EVA:VK379,0.12862,0.119832,0.064111,0.05168,0.041854,0.02761,-0.00517,-0.003,-0.008181,-0.02041,0.022572,0.015586,-0.004757,-0.009634,0.015201,0.028905,-0.005998,0.003041,0.023254,-0.020635,0.019715,-0.001607,0.002342,0.022533,0.006826,VK2020_SWE_Oland_EVA,VK379
VK2020_SWE_Oland_EVA:VK382,0.1161,0.150298,0.052043,0.065246,0.027697,0.019522,-0.00376,0.022153,0.00859,-0.012939,-0.007632,-0.005545,-0.00996,0.004266,0.012622,-0.004641,0.008084,0.018623,0.012947,0.012381,-0.005615,-0.000742,0.01935,0.012411,0.005987,VK2020_SWE_Oland_EVA,VK382
VK2020_SWE_Oland_IA:VK522,0.130897,0.132019,0.073916,0.066861,0.050163,0.022311,-0.00188,0.006231,0.010226,-0.003645,-0.002111,0.002548,-0.002081,-0.00578,0.018458,0.010475,-0.006389,-0.001774,0.005279,0.007504,0.002995,0.005441,0.000246,0.020364,0.001078,VK2020_SWE_Oland_IA,VK522
VK2020_SWE_Oland_IA:VK579,0.110408,0.123895,0.085229,0.070414,0.035083,0.02259,0.01034,0.005769,-0.003886,-0.012939,-0.006983,0.007343,-0.005054,0.006881,0.010858,0.005967,-0.023078,0.004307,0.00264,-0.001751,0.011605,0.008656,-0.008874,0.014701,-0.002155,VK2020_SWE_Oland_IA,VK579
VK2020_SWE_Oland_VA:VK332,0.114961,0.133034,0.058831,0.041021,0.041238,0.02008,0.00282,0.003923,0.010226,0.004191,0.000487,0.004346,-0.014717,-0.011836,0.016558,0.008486,0.015646,0.003674,0.003897,0.01063,0.003868,0.003957,-0.005546,0.011327,0.003592,VK2020_SWE_Oland_VA,VK332
VK2020_SWE_Oland_VA:VK333,0.118376,0.13405,0.047894,0.029393,0.044931,0.016176,-0.002585,0.002538,0.006136,0.004556,-0.009419,0.009591,-0.00996,-0.009083,0.005565,0.005304,-0.001434,0.004687,0.006788,-0.005628,0.003369,0.008779,0.001972,0.019882,-0.003832,VK2020_SWE_Oland_VA,VK333
VK2020_SWE_Oland_VA:VK334,0.118376,0.110693,0.071653,0.068153,0.045239,0.019243,0.00846,0.010846,0.005522,-0.012392,-0.001949,-0.002548,-0.00223,-0.002064,0.013572,0.007823,-0.001304,0.003294,0.010684,0.001876,0.003244,0.003833,0.001356,0.011206,0.000838,VK2020_SWE_Oland_VA,VK334
VK2020_SWE_Oland_VA:VK335,0.117238,0.127957,0.064865,0.057817,0.040007,0.017291,0.005405,0.014999,0.010431,-0.002551,-0.005684,0.005545,-0.012636,-0.010735,0.026873,0.006099,-0.002217,-0.001014,-0.002765,0.006753,0.00262,0.005441,0.005546,0.01699,-0.006466,VK2020_SWE_Oland_VA,VK335
VK2020_SWE_Oland_VA:VK336,0.121791,0.137096,0.046763,0.017765,0.045547,0.006414,-0.00564,0.000231,0.00634,0.011481,-0.001299,0.003747,-0.008771,-0.009221,0.012486,0.017634,0.011343,-0.0019,0.01169,0.00025,0.002121,-0.002226,-0.002218,0.005422,-0.002874,VK2020_SWE_Oland_VA,VK336
VK2020_SWE_Oland_VA:VK337,0.122929,0.135065,0.063356,0.049419,0.034776,0.013108,0.00611,0.01223,0.001023,0.005285,-0.002111,-0.002398,-0.010258,-0.011973,0.020222,0.011933,-0.008866,-0.00228,0.002011,0.004877,0.015098,-0.000618,-0.003821,0.008555,0.003592,VK2020_SWE_Oland_VA,VK337
VK2020_SWE_Oland_VA:VK342,0.124067,0.112724,0.082212,0.069122,0.043085,0.0251,0.005405,0.008307,0.005931,-0.01221,0.003735,-0.000749,0.004608,0.003165,0.008958,0.01843,0.014342,0.001014,0.005656,0.005878,0.013851,0.003215,0.003944,0.012893,-0.007424,VK2020_SWE_Oland_VA,VK342
VK2020_SWE_Oland_VA:VK343,0.122929,0.125926,0.076555,0.070737,0.044624,0.028168,0.00282,0.015692,0.009408,-0.008018,-0.007632,-3.00E-04,-0.008622,0.000413,0.022122,-0.000398,-0.017863,0.007855,0.006662,-0.000125,0.00549,0.004081,0.001479,0.014821,-0.005389,VK2020_SWE_Oland_VA,VK343
VK2020_SWE_Oland_VA:VK344,0.119514,0.133034,0.065619,0.058786,0.038469,0.02259,0.0047,0.010384,-0.000614,-0.009476,-0.006496,0.005095,-0.003717,-0.010322,0.018594,0.019491,0.007823,0.002914,0.004902,-0.000375,0.007237,0.001978,0.000493,0.01458,0.006347,VK2020_SWE_Oland_VA,VK344
VK2020_SWE_Oland_VA:VK345,0.105855,0.136081,0.049026,0.014858,0.044624,0.003626,-0.002115,-0.002769,0.016771,0.015308,-0.008444,0.008692,-0.017839,-0.010735,0.008686,0.010475,0.012647,0.003801,0.003645,0.005002,0.004243,0.007666,-0.003574,-0.001084,-0.005628,VK2020_SWE_Oland_VA,VK345
VK2020_SWE_Oland_VA:VK346,0.118376,0.136081,0.05506,0.036499,0.038776,0.010598,0.00987,0.008307,0.004909,0.008747,-0.01088,0.002398,-0.007284,0.004542,0.00475,-0.006232,0.000261,-0.004941,0.012193,0.003752,-0.003619,0.001855,-0.003328,0.017352,-0.000239,VK2020_SWE_Oland_VA,VK346
VK2020_SWE_Oland_VA:VK348,0.121791,0.116786,0.072784,0.061693,0.045547,0.010877,-0.00094,0.009923,0.000818,-0.009112,-0.002273,-0.002248,0.001338,-0.002752,0.021715,-0.001724,-0.016689,0.002407,0.005279,0.006128,0.008235,0.013849,0.003451,0.008073,0.000479,VK2020_SWE_Oland_VA,VK348
VK2020_SWE_Oland_VA:VK349,0.121791,0.135065,0.056191,0.04845,0.037853,0.025658,0.00423,0.014538,0.008385,0.006743,-0.000974,0.009591,-0.014271,-0.017753,0.010858,-0.00305,-0.025164,-0.00152,0.00176,0.006378,0.006114,0,-0.002095,0.004097,0.002275,VK2020_SWE_Oland_VA,VK349
VK2020_SWE_Oland_VA:VK350,0.126344,0.14319,0.048649,0.022933,0.042777,0.009482,0.001645,0.005769,0.011044,0.016401,-0.001299,0.005845,-0.019475,-0.009221,0.010043,-0.012066,-0.013951,0,-0.004777,-0.001751,0.00262,0,0.01023,0.002651,0.000718,VK2020_SWE_Oland_VA,VK350
VK2020_SWE_Oland_VA:VK352,0.120652,0.12491,0.064111,0.064923,0.03693,0.016455,0.00141,0.009,0.001841,-0.002734,-0.006171,0.002398,-0.004014,-0.001789,0.007329,0.008618,-0.004172,0.001647,0.00729,0.004377,0.010606,0.001978,0.00456,0.005181,-0.004311,VK2020_SWE_Oland_VA,VK352
VK2020_SWE_Oland_VA:VK353,0.118376,0.128972,0.061094,0.031008,0.035083,0.014223,0.001175,0.006231,0.011658,0.007289,0.000162,0.005695,-0.009812,-0.011423,0.017508,0.00716,-0.007823,-0.00228,0.005028,-0.007003,0.011105,0.002349,-0.004807,0.015062,-0.002754,VK2020_SWE_Oland_VA,VK353
VK2020_SWE_Oland_VA:VK354,0.130897,0.119832,0.075047,0.069122,0.037853,0.018407,0.004935,0.003,-0.001841,-0.028247,0.00065,-0.005245,0.008771,-0.001101,0.002172,0.015248,0.000261,0.002534,0.002137,0.005378,0.003369,0.005564,0.007148,0.013616,-0.001437,VK2020_SWE_Oland_VA,VK354
VK2020_SWE_Oland_VA:VK355,0.112685,0.129988,0.050157,0.032623,0.044316,0.003904,-0.000235,0.008077,0.008385,0.007107,-0.002598,0.009591,-0.010406,-0.009496,0.019679,0.000265,-0.004824,0.001774,0.004399,0.005753,0.001373,0.015333,0.006039,0.010965,0.001796,VK2020_SWE_Oland_VA,VK355
VK2020_SWE_Oland_VA:VK357,0.113823,0.137096,0.049403,0.032946,0.051394,0.006693,0.00235,0.00923,0.011453,0.015308,-0.005359,0.010641,-0.01219,-0.012661,0.018322,-0.000796,-0.005607,-0.000253,-0.004902,-0.001,0.008235,0.004328,0.009244,0.00482,-0.003473,VK2020_SWE_Oland_VA,VK357
VK2020_SWE_Oland_VA:VK358,0.125205,0.132019,0.078064,0.060724,0.047393,0.020917,-0.00094,0.01223,0.006749,-0.009659,-0.008282,0.002847,0.0055,0.005092,0.006107,0.010342,-0.002477,0.00038,0.003017,0.001126,0.013476,0.004204,0.003697,0.010363,0.008622,VK2020_SWE_Oland_VA,VK358
VK2020_SWE_Oland_VA:VK380,0.117238,0.123895,0.092395,0.066538,0.0397,0.034025,-0.007755,0.005077,0.006545,-0.01877,-0.018999,0.01109,0.011744,-0.011147,0.008279,0.019093,0.011995,-0.008235,0.00088,5.00E-04,-0.004742,0.000742,-0.01023,0.011688,-0.013053,VK2020_SWE_Oland_VA,VK380
VK2020_SWE_Oland_VA:VK442,0.118376,0.133034,0.047894,0.02584,0.039392,0.01506,-0.00752,0.003923,0.008385,0.014397,0.002111,0.005395,-0.013082,-0.011147,0.017236,-0.006629,0.002738,0.005954,0.001257,-0.005002,0.007237,-0.001978,-0.000986,-0.000482,-0.002036,VK2020_SWE_Oland_VA,VK442
VK2020_SWE_Oland_VA:VK443,0.132035,0.122879,0.070899,0.072029,0.046162,0.026216,0.003525,0.004384,-0.005727,-0.01549,-0.010718,-0.004196,0.006987,0.006606,0.0076,0.008618,0.001565,-0.002027,0.000628,0.007629,0.003494,0.004451,-0.002958,-0.001566,0.000958,VK2020_SWE_Oland_VA,VK443
VK2020_SWE_Oland_VA:VK444,0.117238,0.14319,0.043369,0.025194,0.02739,0.013945,0.004935,0.004384,0.010022,0.010023,-0.00406,0.008842,-0.010555,-0.009358,0.010722,0.017767,0.018515,0.004307,0.008296,0.003001,0.007612,0.009645,0.001356,0.014701,0.003473,VK2020_SWE_Oland_VA,VK444
VK2020_SWE_Oland_VA:VK533,0.133173,0.131003,0.080704,0.070091,0.049855,0.029562,0.00188,0.006231,0.001227,-0.021139,-0.004872,-0.004496,0.007284,0.000275,0.009093,0.016309,0.010431,-0.00266,0.002388,0.01013,0.006239,-0.004451,0.005546,0.010001,-0.000479,VK2020_SWE_Oland_VA,VK533
VK2020_SWE_Skara_VA:VK29,0.130897,0.131003,0.072407,0.058463,0.035083,0.023985,0.005405,0.006923,0.003272,-0.003098,-0.003897,0.002398,-0.010555,-0.00578,0.016422,-0.00053,-0.023339,-0.00076,-0.000628,-0.004752,0.000749,-0.00272,-0.000246,0.012773,0.008263,VK2020_SWE_Skara_VA,VK29
VK2020_SWE_Skara_VA:VK30,0.125205,0.135065,0.065619,0.045866,0.030467,0.014502,-0.002585,0.008769,0.006136,-0.002187,-0.000487,-0.00045,-0.011298,0.001651,0.014794,-0.005569,-0.02047,0.002914,0.00352,-0.003627,0.002246,0.00507,0.011462,0.008555,-0.00934,VK2020_SWE_Skara_VA,VK30
VK2020_SWE_Skara_VA:VK303,0.125205,0.131003,0.076178,0.054264,0.044624,0.018965,0.009165,0.007384,0.006136,-0.009112,-0.005359,0.001948,-0.000149,-0.015689,0.017508,0.016309,0.007432,-0.001014,0.004902,0.010005,0.006988,0.006554,0.005793,0.011809,-0.005628,VK2020_SWE_Skara_VA,VK303
VK2020_SWE_Skara_VA:VK306,0.125205,0.137096,0.072784,0.056202,0.040931,0.021475,0.00047,0.008307,0.008795,-0.004556,-0.003573,-0.000599,-0.002379,0.003853,0.023751,-0.010872,-0.0236,0.011275,0.005531,0.005253,0.006239,0.00371,0.001849,0.008435,0.004191,VK2020_SWE_Skara_VA,VK306
VK2020_SWE_Skara_VA:VK308,0.129758,0.129988,0.072784,0.055233,0.0397,0.022311,-0.000705,0.006,0.005522,-0.009659,-0.001949,-0.003297,-0.00892,-0.007569,0.019544,-0.001458,0.003651,-0.00152,0.002514,0.01088,0.010357,0.010263,-0.001356,0.012893,0.001916,VK2020_SWE_Skara_VA,VK308
VK2020_SWE_Skara_VA:VK309,0.135449,0.136081,0.079572,0.062016,0.053241,0.023148,0.00987,0.014307,-0.005522,-0.021139,-0.004872,-0.007643,0.014866,0.015551,-0.000814,-0.003315,0.002086,-0.000507,-0.00352,0.005878,-0.011854,0.007543,0.004067,0.000361,-0.002754,VK2020_SWE_Skara_VA,VK309
VK2020_SWE_Skara_VA:VK31,0.137726,0.145221,0.057322,0.039406,0.032621,0.012829,0.010575,0.006461,0.009204,0.005649,-0.009419,-0.004646,-0.011298,-0.003991,0.015336,-0.011138,-0.015907,0.009375,0.001257,-0.001751,0.010606,0.002597,-0.001479,0.009158,0.003473,VK2020_SWE_Skara_VA,VK31
VK2020_SWE_Skara_VA:VK33,0.127482,0.136081,0.070899,0.057494,0.039392,0.020638,0.00752,0.014076,0.004295,-0.006378,-0.005196,0.010041,-0.005054,-0.004266,0.012758,0.009546,-0.005998,0.002787,0.003268,0.003252,0.017719,0.000742,-0.006532,0.015424,-0.001078,VK2020_SWE_Skara_VA,VK33
VK2020_SWE_Skara_VA:VK34,0.125205,0.136081,0.060339,0.053941,0.038469,0.027052,0.00376,0.009923,0.001023,-0.002916,-0.004872,0.003747,-0.013974,-0.009634,0.021851,0.0179,0.010431,0.004941,-0.00352,0.006253,0.006613,0.006801,0.002958,0.024943,0.000359,VK2020_SWE_Skara_VA,VK34
